frame,video_time_s,video_pts,act_mean,act_max,act_p95,laser_x_px,laser_y_px,laser_integrated_brightness,laser_peak_brightness,laser_width_px,laser_confidence,laser_note
208,6.920866670,622878,46.833333300,112,99.650000000,667.144035000,467.600134000,436499.000000000,208.501000000,56.925210400,1.000000000,saturated
209,6.954200000,625878,46.625000000,110,98.350000000,667.106461000,467.693943000,433077.180000000,210.832000000,56.742224100,1.000000000,saturated
210,6.987533330,628878,46.291666700,113,94.500000000,667.273748000,467.560986000,425866.819000000,209.071000000,56.342041000,1.000000000,saturated
211,7.020866670,631878,46.250000000,110,93.650000000,667.297880000,467.575042000,428494.381000000,209.071000000,56.391160600,1.000000000,saturated
212,7.054200000,634878,47.333333300,110,92.950000000,667.226097000,467.570615000,432535.000000000,209.071000000,56.559939800,1.000000000,saturated
213,7.087533330,637878,47.041666700,108,91.950000000,667.031723000,467.360667000,436818.000000000,209.772000000,56.616177000,1.000000000,saturated
214,7.120866670,640878,47.333333300,109,92.100000000,667.200929000,467.387288000,435005.000000000,209.544000000,56.579260100,1.000000000,saturated
215,7.154200000,643878,47.250000000,114,92.700000000,667.113249000,467.533250000,428645.981000000,210.946000000,56.552663900,1.000000000,saturated
216,7.187044440,646834,47.250000000,112,91.550000000,667.174392000,467.567272000,427518.980000000,210.946000000,56.545171800,1.000000000,saturated
217,7.220377780,649834,46.625000000,112,90.700000000,667.119735000,467.522971000,421301.803000000,209.544000000,56.407467100,1.000000000,saturated
218,7.253711110,652834,45.875000000,116,92.700000000,667.198019000,467.632983000,418384.603000000,207.783000000,56.392196300,1.000000000,saturated
219,7.287044440,655834,45.041666700,114,91.400000000,667.074220000,467.666054000,424002.581000000,208.484000000,56.627846100,1.000000000,saturated
220,7.320377780,658834,45.791666700,115,92.400000000,667.066034000,467.552965000,425889.180000000,209.202000000,56.693631400,1.000000000,saturated
221,7.353711110,661834,45.750000000,115,92.400000000,667.011329000,467.517748000,427337.980000000,209.202000000,56.888217200,1.000000000,saturated
222,7.387044440,664834,44.916666700,115,91.250000000,667.104792000,467.706773000,428877.780000000,207.686000000,56.939184400,1.000000000,saturated
223,7.420377780,667834,45.500000000,116,92.400000000,667.141279000,467.695883000,430960.380000000,207.572000000,56.876488300,1.000000000,saturated
224,7.453233330,670791,45.791666700,116,92.400000000,667.106915000,467.586946000,430670.981000000,206.284000000,56.899841600,1.000000000,saturated
225,7.486566670,673791,45.625000000,110,88.850000000,667.187113000,467.678113000,420424.000000000,206.398000000,56.518279600,1.000000000,saturated
226,7.519900000,676791,46.833333300,113,91.000000000,667.241737000,467.679551000,413195.218000000,206.398000000,56.267318100,1.000000000,saturated
227,7.553233330,679791,46.833333300,113,91.000000000,667.203149000,467.688999000,413637.618000000,205.925000000,56.306906900,1.000000000,saturated
228,7.586566670,682791,45.500000000,109,88.000000000,667.190738000,467.837297000,411987.818000000,207.914000000,56.223126800,1.000000000,saturated
229,7.619900000,685791,47.333333300,114,92.000000000,667.155551000,467.781732000,412623.419000000,207.213000000,56.287943200,1.000000000,saturated
230,7.653233330,688791,47.166666700,115,94.400000000,667.194583000,467.736597000,411231.819000000,206.512000000,56.275427300,1.000000000,saturated
231,7.686566670,691791,46.083333300,110,91.250000000,667.161655000,467.682528000,410408.019000000,206.398000000,56.206366900,1.000000000,saturated
232,7.719422220,694748,45.875000000,108,90.250000000,667.237359000,467.816168000,408932.819000000,206.740000000,56.112074400,1.000000000,saturated
233,7.752755560,697748,45.666666700,103,87.550000000,667.028549000,467.565162000,418222.619000000,206.398000000,56.265482300,1.000000000,saturated
234,7.786088890,700748,45.666666700,106,90.950000000,667.026242000,467.575815000,419082.419000000,207.441000000,56.243047200,1.000000000,saturated
235,7.819422220,703748,46.375000000,107,91.100000000,666.886900000,467.459885000,428045.803000000,207.686000000,56.523679400,1.000000000,saturated
236,7.852755560,706748,45.916666700,108,91.950000000,666.958497000,467.436885000,428333.803000000,206.854000000,56.608230600,1.000000000,saturated
237,7.886088890,709748,44.458333300,108,92.800000000,666.917585000,467.430979000,433276.980000000,208.387000000,56.819981900,1.000000000,saturated
238,7.919422220,712748,44.666666700,106,91.950000000,666.867969000,467.500017000,440022.203000000,209.088000000,57.063448500,1.000000000,saturated
239,7.952755560,715748,45.666666700,106,92.800000000,666.899218000,467.457186000,439775.820000000,208.256000000,57.171012400,1.000000000,saturated
240,7.985600000,718704,46.000000000,105,91.800000000,666.642254000,467.453514000,444243.197000000,211.419000000,57.322623000,1.000000000,saturated
241,8.018933330,721704,45.708333300,104,90.950000000,666.602470000,467.560313000,445182.197000000,211.419000000,57.383522500,1.000000000,saturated
242,8.052266670,724704,46.416666700,104,91.800000000,666.739436000,467.505433000,446508.000000000,210.718000000,57.303812600,1.000000000,saturated
243,8.085600000,727704,47.333333300,105,92.800000000,666.717348000,467.471296000,446768.000000000,210.718000000,57.255088300,1.000000000,saturated
244,8.118933330,730704,47.416666700,105,92.800000000,666.769189000,467.476480000,441306.380000000,211.419000000,57.100547000,1.000000000,saturated
245,8.152266670,733704,47.208333300,107,92.950000000,666.617442000,467.500503000,443769.580000000,209.316000000,57.142762900,1.000000000,saturated
246,8.185600000,736704,46.500000000,105,91.100000000,666.534090000,467.508513000,445490.180000000,209.316000000,57.189473000,1.000000000,saturated
247,8.218933330,739704,46.250000000,106,91.400000000,666.503860000,467.512543000,444762.580000000,208.974000000,57.141581600,1.000000000,saturated
248,8.251788890,742661,45.875000000,106,90.850000000,666.458574000,467.516722000,447375.180000000,208.974000000,57.416403800,1.000000000,saturated
249,8.285122220,745661,44.583333300,104,88.000000000,666.486737000,467.588108000,447408.980000000,208.974000000,57.411315200,1.000000000,saturated
250,8.318455560,748661,43.958333300,104,88.000000000,666.565907000,467.464639000,444868.580000000,208.974000000,57.355240000,1.000000000,saturated
251,8.351788890,751661,44.541666700,104,88.000000000,666.675959000,467.505406000,436491.000000000,208.729000000,57.130091400,1.000000000,saturated
252,8.385122220,754661,45.291666700,106,90.400000000,666.538978000,467.499145000,437300.000000000,209.316000000,57.187630000,1.000000000,saturated
253,8.418455560,757661,45.291666700,107,91.250000000,666.479349000,467.442969000,444176.180000000,210.718000000,57.392833800,1.000000000,saturated
254,8.451788890,760661,45.583333300,109,90.700000000,666.578141000,467.438975000,437376.000000000,209.316000000,57.163760200,1.000000000,saturated
255,8.485122220,763661,44.958333300,108,90.550000000,666.746042000,467.340308000,440435.020000000,209.316000000,57.237981800,1.000000000,saturated
256,8.517988890,766619,44.791666700,105,87.000000000,666.768061000,467.377177000,436615.000000000,209.316000000,57.095965200,1.000000000,saturated
257,8.551322220,769619,45.875000000,106,91.250000000,666.694988000,467.415664000,442933.620000000,210.718000000,57.234138500,1.000000000,saturated
258,8.584655560,772619,44.833333300,105,91.100000000,666.800666000,467.325170000,436448.000000000,209.316000000,57.044050900,1.000000000,saturated
259,8.617988890,775619,44.666666700,106,92.100000000,666.729320000,467.222466000,437901.000000000,209.316000000,57.114911000,1.000000000,saturated
260,8.651322220,778619,45.041666700,102,90.250000000,666.680116000,467.253753000,438099.000000000,209.316000000,57.114847400,1.000000000,saturated
261,8.684655560,781619,46.500000000,102,91.250000000,666.633450000,467.323864000,444567.020000000,210.718000000,57.282698200,1.000000000,saturated
262,8.717988890,784619,46.208333300,103,92.100000000,666.791613000,467.232025000,447926.980000000,210.718000000,57.434237800,1.000000000,saturated
263,8.751322220,787619,45.875000000,110,97.500000000,666.642668000,467.359933000,448914.380000000,210.718000000,57.434644400,1.000000000,saturated
264,8.784155560,790574,46.500000000,113,99.500000000,666.557922000,467.464504000,452547.000000000,210.718000000,57.582382400,1.000000000,saturated
265,8.817488890,793574,46.666666700,112,98.650000000,666.594185000,467.480355000,451491.000000000,210.718000000,57.600252500,1.000000000,saturated
266,8.850822220,796574,47.083333300,114,100.350000000,666.739670000,467.379867000,446914.000000000,209.316000000,57.483203800,1.000000000,saturated
267,8.884155560,799574,47.250000000,119,103.300000000,666.716662000,467.413508000,446831.000000000,208.974000000,57.481841800,1.000000000,saturated
268,8.917488890,802574,46.625000000,117,103.000000000,666.804657000,467.323654000,447496.000000000,208.974000000,57.450378400,1.000000000,saturated
269,8.950822220,805574,46.625000000,117,102.850000000,666.863499000,467.315387000,445627.198000000,209.088000000,57.470683600,1.000000000,saturated
270,8.984155560,808574,44.125000000,117,89.750000000,666.835442000,467.271281000,443612.797000000,208.387000000,57.351318400,1.000000000,saturated
271,9.017488890,811574,44.791666700,119,89.900000000,666.873987000,467.288633000,443246.597000000,208.273000000,57.363421400,1.000000000,saturated
272,9.050355560,814532,44.458333300,116,90.450000000,666.848851000,467.373178000,443633.398000000,208.974000000,57.377071400,1.000000000,saturated
273,9.083688890,817532,45.250000000,108,95.300000000,666.808302000,467.356310000,445808.998000000,208.974000000,57.448139400,1.000000000,saturated
274,9.117022220,820532,44.333333300,107,94.150000000,666.795344000,467.328002000,443769.598000000,208.974000000,57.495329900,1.000000000,saturated
275,9.150355560,823532,44.125000000,106,93.150000000,666.824428000,467.140503000,440796.380000000,207.458000000,57.470962400,1.000000000,saturated
276,9.183688890,826532,44.541666700,107,94.700000000,666.825224000,467.217034000,427478.580000000,206.056000000,57.022422800,1.000000000,saturated
277,9.217022220,829532,46.083333300,110,96.700000000,666.727393000,467.312145000,429320.380000000,206.170000000,56.985235600,1.000000000,saturated
278,9.250355560,832532,46.416666700,109,96.700000000,666.804392000,467.329429000,428730.180000000,206.170000000,56.994004600,1.000000000,saturated
279,9.283688890,835532,48.333333300,109,99.150000000,666.679538000,467.410620000,425413.780000000,204.426000000,57.026007100,1.000000000,saturated
280,9.316544440,838489,47.458333300,107,100.450000000,666.685660000,467.361603000,436943.019000000,205.828000000,57.327220800,1.000000000,saturated
281,9.349877780,841489,47.500000000,107,100.450000000,666.632541000,467.262608000,437954.580000000,207.344000000,57.346745900,1.000000000,saturated
282,9.383211110,844489,46.458333300,103,98.450000000,666.817916000,467.235591000,437581.380000000,206.643000000,57.429663300,1.000000000,saturated
283,9.416544440,847489,47.291666700,106,102.150000000,666.891801000,467.203721000,437368.380000000,207.344000000,57.344479300,1.000000000,saturated
284,9.449877780,850489,47.916666700,103,100.300000000,666.923099000,467.060833000,437739.380000000,208.387000000,57.281883500,1.000000000,saturated
285,9.483211110,853489,47.000000000,106,103.300000000,666.874896000,466.923586000,450285.620000000,209.675000000,57.555814800,1.000000000,saturated
286,9.516544440,856489,46.875000000,108,104.300000000,666.879982000,466.921353000,448465.402000000,209.675000000,57.498140700,1.000000000,saturated
287,9.549877780,859489,47.541666700,109,106.450000000,666.990170000,466.797924000,440527.397000000,208.974000000,57.192049000,1.000000000,saturated
288,9.582722220,862445,47.375000000,110,107.300000000,666.978751000,466.693192000,439266.797000000,208.974000000,57.194562600,1.000000000,saturated
289,9.616055560,865445,47.458333300,113,106.300000000,667.181795000,466.598749000,429886.000000000,208.501000000,56.990041700,1.000000000,saturated
290,9.649388890,868445,45.375000000,114,108.800000000,667.075908000,466.584617000,435113.020000000,209.202000000,57.026510500,1.000000000,saturated
291,9.682722220,871445,47.125000000,115,109.100000000,667.057858000,466.591688000,435833.020000000,209.202000000,57.041864500,1.000000000,saturated
292,9.716055560,874445,46.250000000,112,106.250000000,667.107879000,466.737978000,435044.000000000,208.501000000,56.943831300,1.000000000,saturated
293,9.749388890,877445,47.000000000,112,106.550000000,667.243990000,466.559141000,432075.000000000,208.501000000,56.870114400,1.000000000,saturated
294,9.782722220,880445,47.875000000,115,109.400000000,667.250437000,466.647830000,430906.000000000,207.213000000,56.877333900,1.000000000,saturated
295,9.816055560,883445,48.541666700,117,111.100000000,667.200147000,466.629764000,430763.000000000,207.800000000,56.844560700,1.000000000,saturated
296,9.848911110,886402,48.625000000,117,111.400000000,667.379947000,466.546274000,430857.000000000,207.572000000,56.876379000,1.000000000,saturated
297,9.882244440,889402,48.791666700,117,111.400000000,667.417271000,466.725721000,435192.000000000,207.572000000,56.896614100,1.000000000,saturated
298,9.915577780,892402,48.458333300,116,108.850000000,667.374553000,466.712526000,435340.000000000,207.572000000,56.896705700,1.000000000,saturated
299,9.948911110,895402,47.250000000,113,105.700000000,667.291215000,466.688680000,437505.000000000,207.800000000,56.911976800,1.000000000,saturated
300,9.982244440,898402,47.291666700,109,100.550000000,667.414477000,466.614970000,424637.198000000,207.213000000,56.496149100,1.000000000,saturated
301,10.015577800,901402,48.083333300,109,100.700000000,667.443011000,466.608170000,424129.198000000,207.099000000,56.482655100,1.000000000,saturated
302,10.048911100,904402,48.583333300,108,99.700000000,667.461083000,466.798583000,422196.198000000,207.099000000,56.459022600,1.000000000,saturated
303,10.082244400,907402,48.916666700,112,100.850000000,667.447788000,466.763126000,427328.402000000,207.914000000,56.677732100,1.000000000,saturated
304,10.115100000,910359,48.583333300,112,100.000000000,667.390051000,466.666448000,428858.802000000,207.213000000,56.689959500,1.000000000,saturated
305,10.148433300,913359,47.541666700,113,100.550000000,667.392725000,466.740642000,431732.781000000,208.501000000,56.735934600,1.000000000,saturated
